Title,Link,Image Link,Rating,Price,Availability,category,UPC,p_type,price_exc_tax,price_inc_tax,tax,books_avail,No_of_reviews
Life of Pi,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,https://books.toscrape.com//media/cache/e7/ae/e7aee104ca78dac961bd906294fe88f1.jpg,Four,£13.22,In stock,Default,40cdcbb7692fd408,Books,£13.22,£13.22,£0.00,7,0
Leave This Song Behind: Teen Poetry at Its Best,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,https://books.toscrape.com//media/cache/31/c7/31c7c5ce7b04d227aa36ecb250b9dad5.jpg,Five,£51.17,In stock,Poetry,b74ee891e2a6dd69,Books,£51.17,£51.17,£0.00,7,0
King's Folly (The Kinsman Chronicles #1),https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,https://books.toscrape.com//media/cache/3e/2d/3e2d526ee062008ab1cbf54f90a5abb2.jpg,Five,£39.61,In stock,Fantasy,4c82371b8cd02d4d,Books,£39.61,£39.61,£0.00,7,0
John Adams,https://books.toscrape.com/catalogue/john-adams_472/index.html,https://books.toscrape.com//media/cache/59/b4/59b4f94b4dc4c7cb844a6f24a5e2a41e.jpg,Four,£57.43,In stock,Add a comment,68407606544d6f22,Books,£57.43,£57.43,£0.00,7,0
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,https://books.toscrape.com//media/cache/59/2d/592dc2dee11b798780f5ae613b970a34.jpg,Four,£46.01,In stock,Food and Drink,2a9fcb3382d351c8,Books,£46.01,£46.01,£0.00,7,0
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,https://books.toscrape.com//media/cache/e2/5c/e25cbc27ebc12e47cdf3f7adc87cccdc.jpg,Two,£28.25,In stock,Food and Drink,eff5710404e2ff78,Books,£28.25,£28.25,£0.00,7,0
Good in Bed (Cannie Shapiro #1),https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,https://books.toscrape.com//media/cache/1d/f4/1df443b1bd6d7a1d804b4780a666438f.jpg,Five,£37.05,In stock,Add a comment,c00bc29a678a6efb,Books,£37.05,£37.05,£0.00,7,0
"Fruits Basket, Vol. 7 (Fruits Basket #7)",https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,https://books.toscrape.com//media/cache/b4/36/b43672509477baa090e57ebeacbb28fb.jpg,One,£19.57,In stock,Sequential Art,de6d7645f192d517,Books,£19.57,£19.57,£0.00,7,0
For the Love: Fighting for Grace in a World of Impossible Standards,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,https://books.toscrape.com//media/cache/a7/d8/a7d8fda2a874567aab8f61b2b141a5e2.jpg,Three,£45.13,In stock,Nonfiction,2e40333991f56f45,Books,£45.13,£45.13,£0.00,7,0
Finding God in the Ruins: How God Redeems Pain,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,https://books.toscrape.com//media/cache/ae/2c/ae2ce9662ed6da3de501ff87551ccb2d.jpg,Two,£46.64,In stock,Nonfiction,4e78f06160b717ac,Books,£46.64,£46.64,£0.00,7,0
Every Heart a Doorway (Every Heart A Doorway #1),https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,https://books.toscrape.com//media/cache/50/d4/50d41a24990208deb72c9802a6c1e540.jpg,Five,£12.16,In stock,Fantasy,4fa75fc6829431ca,Books,£12.16,£12.16,£0.00,7,0
Delivering the Truth (Quaker Midwife Mystery #1),https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html,https://books.toscrape.com//media/cache/57/31/5731a5d46c2c1e88977eb5e6d1337a2e.jpg,Four,£20.89,In stock,Mystery,4e980425468708da,Books,£20.89,£20.89,£0.00,7,0
Counted With the Stars (Out from Egypt #1),https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html,https://books.toscrape.com//media/cache/32/2c/322c1f6cce6d5a69a7d2321779195a0c.jpg,Five,£17.97,In stock,Christian Fiction,4807043b8218e9ce,Books,£17.97,£17.97,£0.00,7,0
"Chronicles, Vol. 1",https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,https://books.toscrape.com//media/cache/11/fc/11fc94453c4dc0d68543971d7843afb0.jpg,Two,£52.60,In stock,Music,4781b6bfd6f7a2c5,Books,£52.60,£52.60,£0.00,7,0
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,https://books.toscrape.com//media/cache/a2/f5/a2f5b5fd4421d56d37c73a7fb29f5f40.jpg,One,£25.77,In stock,Christian,a322361a37a78d3d,Books,£25.77,£25.77,£0.00,7,0
Benjamin Franklin: An American Life,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,https://books.toscrape.com//media/cache/25/f8/25f869fa75340fca0fc2a68e8a0412a1.jpg,Three,£48.19,In stock,Biography,5b546a46a86a9d8c,Books,£48.19,£48.19,£0.00,7,0
"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,https://books.toscrape.com//media/cache/de/76/de76d5c473c358bd41c03cf710692bfb.jpg,Five,£29.93,In stock,Philosophy,6b52904b2ab91bf6,Books,£29.93,£29.93,£0.00,7,0
A Summer In Europe,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html,https://books.toscrape.com//media/cache/4e/15/4e15150388702ebca2c5a523ac270539.jpg,Two,£44.34,In stock,Travel,cc1936a9f4e93477,Books,£44.34,£44.34,£0.00,7,0
A Short History of Nearly Everything,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html,https://books.toscrape.com//media/cache/3c/f6/3cf646523ff7fb8647c500d6325cfcaf.jpg,Five,£52.40,In stock,History,6c7fa6844380f50a,Books,£52.40,£52.40,£0.00,7,0
A Gathering of Shadows (Shades of Magic #2),https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html,https://books.toscrape.com//media/cache/48/b2/48b20fcc9ab722729de2c4da3d4de26e.jpg,Four,£44.81,In stock,Fantasy,d1378a0ad06ff979,Books,£44.81,£44.81,£0.00,7,0
The Sound Of Love,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,https://books.toscrape.com//media/cache/4e/3a/4e3a151bbe2629a55df09fd318fdeb0a.jpg,Five,£57.84,In stock,Default,5ba3d703d1ae0c1d,Books,£57.84,£57.84,£0.00,6,0
The Rise and Fall of the Third Reich: A History of Nazi Germany,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,https://books.toscrape.com//media/cache/e1/02/e102cefae5bb523bc67eb6b49bc18b5d.jpg,Two,£39.67,In stock,History,774fa432bd7d9c47,Books,£39.67,£39.67,£0.00,6,0
The Perks of Being a Wallflower,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,https://books.toscrape.com//media/cache/ca/5b/ca5b33c09daab4667ed37b330de889bd.jpg,Three,£55.02,In stock,Default,fd364afd082f5446,Books,£55.02,£55.02,£0.00,6,0
The Mysterious Affair at Styles (Hercule Poirot #1),https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,https://books.toscrape.com//media/cache/32/94/3294e5eaf73a37958583483fc9a90f04.jpg,Four,£24.80,In stock,Mystery,2da5edf8b5776c9a,Books,£24.80,£24.80,£0.00,6,0
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,https://books.toscrape.com//media/cache/92/fe/92fe1c1823653412fe68be2c525dfc3a.jpg,Four,£59.45,In stock,Nonfiction,60376aa71be66083,Books,£59.45,£59.45,£0.00,6,0
The Makings of a Fatherless Child,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,https://books.toscrape.com//media/cache/6f/6c/6f6c7560e254f8242f86ef048f1ba7b3.jpg,Two,£31.58,In stock,Default,2efa5a839e62b1bd,Books,£31.58,£31.58,£0.00,6,0
The Joy of Cooking,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,https://books.toscrape.com//media/cache/05/8e/058ebff59d12ebe40df1844bedd9366b.jpg,Four,£43.27,In stock,Add a comment,d326e189b1210916,Books,£43.27,£43.27,£0.00,6,0
The Invention of Wings,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html,https://books.toscrape.com//media/cache/62/fa/62fa1e72f06f05762db5d9cedf654153.jpg,One,£37.34,In stock,Historical Fiction,e6635f5b0a2c78db,Books,£37.34,£37.34,£0.00,6,0
The Hobbit (Middle-Earth Universe),https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,https://books.toscrape.com//media/cache/8b/d3/8bd38de5367fc675467431f343862569.jpg,Five,£17.80,In stock,Default,72b5355dda190b6a,Books,£17.80,£17.80,£0.00,6,0
The Great Railway Bazaar,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html,https://books.toscrape.com//media/cache/76/de/76de41867f323d7f1f4fbe2fdfc1b2ba.jpg,One,£30.54,In stock,Travel,48736df57e7bec9f,Books,£30.54,£30.54,£0.00,6,0
The Golden Compass (His Dark Materials #1),https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,https://books.toscrape.com//media/cache/e7/9f/e79f81bfea1cb8b0503db022b64da713.jpg,One,£18.77,In stock,Add a comment,d33824cb93ecab6f,Books,£18.77,£18.77,£0.00,6,0
The God Delusion,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,https://books.toscrape.com//media/cache/36/64/36643d44134c8a227988927013805e61.jpg,Three,£46.85,In stock,Add a comment,2bc80eba94950873,Books,£46.85,£46.85,£0.00,6,0
The Girl You Left Behind (The Girl You Left Behind #1),https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,https://books.toscrape.com//media/cache/d0/b6/d0b6d59c0662dcbd15d47add40af1ebd.jpg,One,£15.79,In stock,Historical,eb7459e0c570251d,Books,£15.79,£15.79,£0.00,6,0
The Fellowship of the Ring (The Lord of the Rings #1),https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,https://books.toscrape.com//media/cache/ed/75/ed75000b92734d99b76a17954857327c.jpg,Two,£10.27,In stock,Default,cb17945cb90b7837,Books,£10.27,£10.27,£0.00,6,0
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,https://books.toscrape.com//media/cache/7e/93/7e934132cd03486649fb492fe702f704.jpg,Five,£15.42,In stock,Poetry,3d250ab0f12be445,Books,£15.42,£15.42,£0.00,6,0
The Barefoot Contessa Cookbook,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html,https://books.toscrape.com//media/cache/dd/07/dd07bd0c443756b9dc260813c1949b4f.jpg,Five,£59.92,In stock,Food and Drink,6478ccb4416e6a5d,Books,£59.92,£59.92,£0.00,6,0
Tell the Wolves I'm Home,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,https://books.toscrape.com//media/cache/f9/72/f972e744117c9d4b5fefb3410c0e9f7c.jpg,Two,£50.96,In stock,Young Adult,2a1b3d967cda1da2,Books,£50.96,£50.96,£0.00,6,0
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,https://books.toscrape.com//media/cache/31/b0/31b0e0a42826b326e43235beb8ddd783.jpg,Three,£30.60,In stock,Default,8d8e9f9b8730eb25,Books,£30.60,£30.60,£0.00,6,0
Pride and Prejudice,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,https://books.toscrape.com//media/cache/c8/09/c80991f861675b6e75dc7f2f6a50e5a0.jpg,Four,£19.27,In stock,Add a comment,720c36b2bee4692e,Books,£19.27,£19.27,£0.00,6,0
Musicophilia: Tales of Music and the Brain,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,https://books.toscrape.com//media/cache/02/66/02667c5b8f5a5e9e45c0799518f086ca.jpg,One,£46.58,In stock,Default,6d235933670503d9,Books,£46.58,£46.58,£0.00,6,0
Mere Christianity,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,https://books.toscrape.com//media/cache/d2/90/d29093abd0b9d5258e2e08b731778158.jpg,Three,£48.51,In stock,Add a comment,f38f37ed934d84b2,Books,£48.51,£48.51,£0.00,6,0
Me Before You (Me Before You #1),https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html,https://books.toscrape.com//media/cache/a2/cd/a2cd0016b37c0407059147e58e14afe5.jpg,One,£19.02,In stock,Fiction,7a2b51f69e81c722,Books,£19.02,£19.02,£0.00,6,0
In the Woods (Dublin Murder Squad #1),https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html,https://books.toscrape.com//media/cache/24/a1/24a175dac7cb91ff26e2d723cdc6e098.jpg,Two,£38.38,In stock,Mystery,6958de044cb28a84,Books,£38.38,£38.38,£0.00,6,0
In Cold Blood,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,https://books.toscrape.com//media/cache/eb/4e/eb4ea9c04dccab509451ba31feb6b4e8.jpg,Four,£49.98,In stock,Nonfiction,fe0f34ebed689381,Books,£49.98,£49.98,£0.00,6,0
How to Stop Worrying and Start Living,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html,https://books.toscrape.com//media/cache/4f/08/4f08f7948770912e4e340e10caa604cb.jpg,Five,£46.49,In stock,Self Help,e792c0969cefe1b8,Books,£46.49,£46.49,£0.00,6,0
Give It Back,https://books.toscrape.com/catalogue/give-it-back_430/index.html,https://books.toscrape.com//media/cache/8b/7c/8b7c73e075cc687b6890dc0dca9fcbcc.jpg,Two,£18.32,In stock,Thriller,012170e4fc87ace0,Books,£18.32,£18.32,£0.00,6,0
"Girl, Interrupted",https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,https://books.toscrape.com//media/cache/f9/ec/f9ec97bd8b29cc4e36d6c2b093d04709.jpg,Three,£42.14,In stock,Nonfiction,384c7d41d5ffe9d1,Books,£42.14,£42.14,£0.00,6,0
Fun Home: A Family Tragicomic,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,https://books.toscrape.com//media/cache/54/ae/54ae8233e8422676c241d1cea0b67f1d.jpg,Four,£56.59,In stock,Add a comment,56a34d0cec11d6b0,Books,£56.59,£56.59,£0.00,6,0
"Fruits Basket, Vol. 6 (Fruits Basket #6)",https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,https://books.toscrape.com//media/cache/94/1a/941a14dec32f0a949c38a325a715c138.jpg,Four,£20.96,In stock,Sequential Art,97258f576d4bb672,Books,£20.96,£20.96,£0.00,6,0
Deception Point,https://books.toscrape.com/catalogue/deception-point_426/index.html,https://books.toscrape.com//media/cache/fa/2d/fa2d3198b7ba9785e0edd6f41b84d72b.jpg,Four,£40.32,In stock,Fiction,4e3b183180e2a992,Books,£40.32,£40.32,£0.00,6,0
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,https://books.toscrape.com//media/cache/07/5c/075c210f5ce43b84d29646a54529d1bd.jpg,Three,£36.39,In stock,Sequential Art,6e06d0f00f6da20f,Books,£36.39,£36.39,£0.00,6,0
Catherine the Great: Portrait of a Woman,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html,https://books.toscrape.com//media/cache/72/f1/72f13b8f069d3a018d2c378be5a1de20.jpg,Four,£58.55,In stock,History,f3c70d296ec796c4,Books,£58.55,£58.55,£0.00,6,0
Better Homes and Gardens New Cook Book,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html,https://books.toscrape.com//media/cache/75/82/7582e20b84f603358a8d55cd6a0a50f4.jpg,Three,£39.61,In stock,Food and Drink,faf841f81c52638b,Books,£39.61,£39.61,£0.00,6,0
An Unquiet Mind: A Memoir of Moods and Madness,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,https://books.toscrape.com//media/cache/00/29/002924b764dc367dcaa3486fa4c0aa0b.jpg,Three,£21.30,In stock,Psychology,46cb43c2ab133ccc,Books,£21.30,£21.30,£0.00,6,0
A Year in Provence (Provence #1),https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html,https://books.toscrape.com//media/cache/db/46/db46159b05faa5d95262112bf9c29ddd.jpg,Four,£56.88,In stock,Travel,9e60929f521fa280,Books,£56.88,£56.88,£0.00,6,0
World Without End (The Pillars of the Earth #2),https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html,https://books.toscrape.com//media/cache/be/7c/be7ce6fbc9a8e1a5a5b5c32e73cfd78a.jpg,Four,£32.97,In stock,Historical Fiction,2e5b4ff08a75fd02,Books,£32.97,£32.97,£0.00,5,0
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,https://books.toscrape.com//media/cache/de/a1/dea174c8a8dbfd98e5e05c9e479a52b2.jpg,Four,£47.31,In stock,Young Adult,e75f3ae1da1cc652,Books,£47.31,£47.31,£0.00,5,0
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,https://books.toscrape.com//media/cache/16/f5/16f545b2e14c16ed4bd0e098a0700b57.jpg,Two,£48.67,In stock,Nonfiction,759ee7d059b1beb8,Books,£48.67,£48.67,£0.00,5,0
Where She Went (If I Stay #2),https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,https://books.toscrape.com//media/cache/05/86/0586b3d79013f606494e843de1faea0b.jpg,Four,£41.73,In stock,Young Adult,60369d96b7b80869,Books,£41.73,£41.73,£0.00,5,0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,https://books.toscrape.com//media/cache/59/bc/59bcc421ae9f5a6f12ef11e849fb745d.jpg,Four,£53.68,In stock,Default,163d89116179c33f,Books,£53.68,£53.68,£0.00,5,0
Two Summers,https://books.toscrape.com/catalogue/two-summers_415/index.html,https://books.toscrape.com//media/cache/89/16/89165d7488fbaa9e60cfcabe56796288.jpg,One,£14.64,In stock,Young Adult,3a7d54a264d9f33e,Books,£14.64,£14.64,£0.00,5,0
This Is Your Brain on Music: The Science of a Human Obsession,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,https://books.toscrape.com//media/cache/35/a4/35a4a7c6c76c4e82186753078e441654.jpg,One,£38.40,In stock,Music,bc209a900101f28d,Books,£38.40,£38.40,£0.00,5,0
The Secret Garden,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,https://books.toscrape.com//media/cache/c5/46/c5465a06182ed6ebfa40d049258a2f58.jpg,Four,£15.08,In stock,Classics,abbb492978ff656d,Books,£15.08,£15.08,£0.00,5,0
The Raven King (The Raven Cycle #4),https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,https://books.toscrape.com//media/cache/da/54/da54d953f00d1e465f31f865df3d0f3f.jpg,Two,£30.57,In stock,Add a comment,2e4fc5eacceec12c,Books,£30.57,£30.57,£0.00,5,0
The Raven Boys (The Raven Cycle #1),https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html,https://books.toscrape.com//media/cache/3c/a4/3ca4889e4bb7f9a1cc1d7a1c920e9d42.jpg,Four,£57.74,In stock,Fantasy,e0b3a679b83caccc,Books,£57.74,£57.74,£0.00,5,0
The Power Greens Cookbook: 140 Delicious Superfood Recipes,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,https://books.toscrape.com//media/cache/82/1d/821d2c02dcd0a10fc9d533917482746e.jpg,Five,£11.05,In stock,Food and Drink,f701fae56b645ef7,Books,£11.05,£11.05,£0.00,5,0
The Metamorphosis,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,https://books.toscrape.com//media/cache/4a/1b/4a1b6e9c1af75db0dc34ae63344f6883.jpg,One,£28.58,In stock,Classics,93379e3a2072a01b,Books,£28.58,£28.58,£0.00,5,0
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,https://books.toscrape.com//media/cache/f2/64/f26457d65a03b2636c4bcc7c318f7346.jpg,Five,£42.91,In stock,History,0d210d2448c3018f,Books,£42.91,£42.91,£0.00,5,0
The Little Paris Bookshop,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html,https://books.toscrape.com//media/cache/50/a9/50a901fb008c0b8965c8d4da2dff5470.jpg,Three,£24.73,In stock,Fiction,dfd9ff1f343cdaff,Books,£24.73,£24.73,£0.00,5,0
The Hiding Place,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html,https://books.toscrape.com//media/cache/cf/18/cf187c1dc5575fcbbf49c58024146c4b.jpg,Four,£55.91,In stock,History,c4589ee5977a47be,Books,£55.91,£55.91,£0.00,5,0
The Grand Design,https://books.toscrape.com/catalogue/the-grand-design_405/index.html,https://books.toscrape.com//media/cache/08/a9/08a957eb34f8047862e225774c3bdde2.jpg,Three,£13.76,In stock,Science,3213b1f13f5f0f7c,Books,£13.76,£13.76,£0.00,5,0
The Firm,https://books.toscrape.com/catalogue/the-firm_404/index.html,https://books.toscrape.com//media/cache/95/84/95847132a78de44b7249a2d0a3fe3ef6.jpg,Three,£45.56,In stock,Fiction,ad84f18659e6bfe2,Books,£45.56,£45.56,£0.00,5,0
The Fault in Our Stars,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,https://books.toscrape.com//media/cache/69/61/696100859e82b2ec7a796129d6cca44a.jpg,One,£47.22,In stock,Default,3661360c99719414,Books,£47.22,£47.22,£0.00,5,0
The False Prince (The Ascendance Trilogy #1),https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html,https://books.toscrape.com//media/cache/f8/e3/f8e371e2869d13b9d89999f8d5173245.jpg,Five,£56.00,In stock,Fantasy,a2a9f76339d21ab1,Books,£56.00,£56.00,£0.00,5,0
The Expatriates,https://books.toscrape.com/catalogue/the-expatriates_401/index.html,https://books.toscrape.com//media/cache/db/e4/dbe49e1cb06136eeb51182f551ccdc52.jpg,Two,£44.58,In stock,Fiction,fe7210553d56c097,Books,£44.58,£44.58,£0.00,5,0
The Dream Thieves (The Raven Cycle #2),https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html,https://books.toscrape.com//media/cache/d9/7a/d97a3a4a65b5275ab506b28c7a88e0a5.jpg,One,£34.50,In stock,Default,fec06f52054ea900,Books,£34.50,£34.50,£0.00,5,0
The Darkest Corners,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html,https://books.toscrape.com//media/cache/c1/ab/c1ab73a20d02b5f3a5599e7c5704a909.jpg,Five,£11.33,In stock,Young Adult,c4182bdb53e2459a,Books,£11.33,£11.33,£0.00,5,0
The Crossover,https://books.toscrape.com/catalogue/the-crossover_398/index.html,https://books.toscrape.com//media/cache/9f/35/9f351ca1978128c60a3b7f85987075b3.jpg,Four,£38.77,In stock,Poetry,b228042c088b1913,Books,£38.77,£38.77,£0.00,5,0
The 5th Wave (The 5th Wave #1),https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html,https://books.toscrape.com//media/cache/10/d0/10d0c5e47d0e8cce16b6b5e6be48cb16.jpg,Two,£11.83,In stock,Default,b716233fcb6877e6,Books,£11.83,£11.83,£0.00,5,0
Tell the Wind and Fire,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html,https://books.toscrape.com//media/cache/3b/0c/3b0c5f4df26b73659af4e25107499384.jpg,Three,£45.51,In stock,Fantasy,84126312e2431a09,Books,£45.51,£45.51,£0.00,5,0
Tell Me Three Things,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html,https://books.toscrape.com//media/cache/a1/2f/a12f0bec8c8728800f901b4e5f6e3f9a.jpg,One,£41.81,In stock,Young Adult,50d5a7b861ed1c54,Books,£41.81,£41.81,£0.00,5,0
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,https://books.toscrape.com//media/cache/07/8b/078b934613af473daf7ecf918e05d050.jpg,Four,£25.15,In stock,Nonfiction,1dba84766a5e87b8,Books,£25.15,£25.15,£0.00,5,0
Siddhartha,https://books.toscrape.com/catalogue/siddhartha_393/index.html,https://books.toscrape.com//media/cache/ce/0b/ce0be2d86e388540122c222306c6d62c.jpg,Five,£34.22,In stock,Fiction,84bb29c53592ac40,Books,£34.22,£34.22,£0.00,5,0
Shiver (The Wolves of Mercy Falls #1),https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html,https://books.toscrape.com//media/cache/84/73/847399651d8f2dfae1a0d5a0ea4064b2.jpg,Five,£16.23,In stock,Default,59a8ae019b64f2a7,Books,£16.23,£16.23,£0.00,5,0
Remember Me?,https://books.toscrape.com/catalogue/remember-me_391/index.html,https://books.toscrape.com//media/cache/3f/95/3f9572f94858197e92786b194f0f12df.jpg,Three,£11.48,In stock,Default,2973d38c2fbd7a5c,Books,£11.48,£11.48,£0.00,5,0
Red Dragon (Hannibal Lecter #1),https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,https://books.toscrape.com//media/cache/30/66/3066f8bcd2e2ed6b45084355ff084a61.jpg,Three,£23.37,In stock,Horror,e958ae92f328c181,Books,£23.37,£23.37,£0.00,5,0
Peak: Secrets from the New Science of Expertise,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,https://books.toscrape.com//media/cache/83/ab/83ab65f938b24fa1a9cb47235be49b57.jpg,Two,£16.28,In stock,Science,6036239d2ab349b7,Books,£16.28,£16.28,£0.00,5,0
My Mother Was Nuts,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,https://books.toscrape.com//media/cache/9b/b4/9bb42bf833e91193ca05badddded4bfb.jpg,Four,£31.63,In stock,Nonfiction,a4ce39a3720cd679,Books,£31.63,£31.63,£0.00,5,0
